,highly_variable
LA16c-385E7.1,False
TMEM204,False
LA16c-395F10.2,False
CRAMP1L,False
LA16c-395F10.1,False
LA16c-431H6.6,False
HN1L,False
MAPK8IP3,False
LA16c-329F2.1,False
LA16c-361A3.3,False
NME3,False
MRPS34,False
EME2,False
SPSB3,False
NUBP2,False
IGFALS,False
HAGH,False
FAHD1,False
MEIOB,False
MSRB1,False
RPL3L,False
NDUFB10,False
RPS2,False
SNHG9,False
RNF151,False
TBL3,False
NOXO1,False
GFER,False
AC005606.14,False
SYNGR3,False
AC005606.15,False
ZNF598,False
NPW,False
SLC9A3R2,False
NTHL1,False
TSC2,False
PKD1,False
RP11-304L19.4,False
RP11-304L19.2,False
RAB26,False
RP11-304L19.5,False
TRAF7,False
CASKIN1,False
MLST8,False
BRICD5,False
RP11-304L19.8,False
PGP,False
E4F1,False
RP11-304L19.12,False
DNASE1L2,False
ECI1,False
RP11-304L19.11,False
RNPS1,False
AC009065.1,False
MIR940,False
ABCA3,False
CCNF,False
RP11-715J22.3,False
RP11-715J22.4,False
C16orf59,False
RP11-715J22.2,False
NTN3,False
TBC1D24,False
ATP6V0C,False
ATP6C,False
AMDHD2,False
CEMP1,False
PDPK1,False
RP11-20I23.13,False
RP11-20I23.8,False
RP11-20I23.6,False
RP11-20I23.7,False
CTD-3126B10.1,False
CTD-3126B10.4,False
KCTD5,False
PRSS27,False
SRRM2-AS1,False
SRRM2,False
TCEB2,False
PRSS33,False
PRSS21,False
ZG16B,False
PRSS22,False
LA16c-325D7.2,False
FLYWCH2,False
FLYWCH1,False
LA16c-321D4.2,False
KREMEN2,False
PKMYT1,False
PAQR4,False
LINC00514,False
LA16c-380H5.4,False
LA16c-380H5.5,False
CLDN9,False
CLDN6,False
TNFRSF12A,False
HCFC1R1,False
THOC6,False
CCDC64B,False
RP11-473M20.5,False
MMP25,False
RP11-473M20.7,True
IL32,True
RP11-473M20.9,False
ZSCAN10,False
ZNF205-AS1,False
ZNF205,False
RP11-473M20.14,False
ZNF213,False
CASP16,False
RP11-473M20.16,False
AJ003147.8,False
AJ003147.9,False
ZNF200,False
MEFV,False
ZNF263,False
TIGD7,False
ZNF75A,False
LA16c-360H6.3,False
NAA60,False
MTRNR2L4,False
ZSCAN32,False
ZNF174,False
ZNF597,False
NAA60-1,False
C16orf90,False
CLUAP1,False
RP11-461A8.1,False
SLX4,False
DNASE1,False
TRAP1,False
CREBBP,False
ADCY9,True
RP11-462G12.4,False
RP11-95P2.3,False
SRL,False
RP11-95P2.1,False
TFAP4,False
GLIS2,False
AC005356.1,False
PAM16,False
CORO7-PAM16,False
CORO7,False
VASN,False
DNAJA3,False
NMRAL1,False
HMOX2,False
CDIP1,False
C16orf96,False
RP11-709D24.5,False
UBALD1,False
MGRN1,False
RP11-709D24.6,False
NUDT16L1,False
ANKS3,False
C16orf71,False
ZNF500,False
SEPT12,False
SMIM22,False
RP11-127I20.5,False
ROGDI,False
GLYR1,False
UBN1,False
PPL,False
SEC14L5,False
NAGPA,False
ALG1,False
C16orf89,False
FAM86A,False
RP11-10K17.6,False
METTL22,False
ABAT,False
TMEM186,False
PMM2,False
RP11-152P23.2,False
RP11-77H9.2,False
CARHSP1,False
RP11-77H9.5,False
RP11-77H9.6,False
USP7,False
RP11-77H9.8,False
RP11-473I1.6,False
C16orf72,False
RP11-473I1.5,False
RP11-243A14.1,False
GRIN2A,False
ATF7IP2,False
RP11-609N14.1,False
EMP2,False
RP11-27M24.1,False
TEKT5,False
NUBP1,False
TVP23A,False
RP11-876N24.2,False
CIITA,False
DEXI,False
RP11-876N24.4,False
CLEC16A,False
RP11-66H6.3,True
RP11-396B14.2,False
RMI2,False
SOCS1,False
RP11-485G7.5,False
RP11-485G7.6,False
CTD-3088G3.8,False
CTD-3088G3.6,False
LITAF,False
SNN,False
TXNDC11,False
RP11-490O6.2,False
ZC3H7A,False
BCAR4,False
RSL1D1,False
RP11-166B2.8,False
GSPT1,False
RP11-166B2.5,False
RP11-166B2.1,False
TNFRSF17,True
SNX29,False
RP11-166B2.7,False
RP11-276H1.3,False
RP11-276H1.2,False
RP11-165M1.3,False
CTD-3037G24.4,False
CTD-3037G24.3,False
CPPED1,False
CTD-2583P5.1,False
CTD-2583P5.3,False
SHISA9,False
ERCC4,False
CTD-2135D7.2,False
CTD-2135D7.3,False
CTD-2135D7.5,False
MKL2,False
RP11-65J21.3,False
RP11-65J21.4,False
PARN,False
BFAR,False
PLA2G10,False
NPIPA3,False
NPIPA2,False
NOMO1,False
MIR3179-1,False
MIR3180-1,False
NPIPA1,False
PDXDC1,False
RP11-680G24.5,False
NTAN1,False
RRN3,False
RP11-72I8.1,False
MIR3180-4,False
NPIPA5,False
MPV17L,True
C16orf45,False
KIAA0430,False
CTB-193M12.1,False
NDE1,False
MYH11,True
AF001548.5,False
AF001548.6,False
FOPNL,False
CTA-972D3.2,False
ABCC1,False
ABCC6,False
RP11-517A5.7,False
NOMO3,False
RP11-517A5.5,False
RP11-517A5.4,False
MIR3179-2,False
MIR3180-2,False
NPIPA7,False
NPIPA7-1,False
RP11-14N9.2,False
XYLT1,False
CTD-2576D5.4,False
NPIPA8,False
NPIPA7-2,False
MIR3180-3,False
NOMO2,False
RPS15A,False
RP11-1035H13.3,False
ARL6IP1,False
RP11-1035H13.2,False
SMG1,False
CTD-2288F12.1,False
TMC7,False
RP11-626G11.5,False
RP11-626G11.1,False
COQ7,False
RP11-626G11.4,False
ITPRIPL2,False
RP11-626G11.3,False
SYT17,False
CLEC19A,False
TMC5,False
CTA-363E6.6,False
CTA-363E6.7,False
GDE1,False
CCP110,False
C16orf62,False
KNOP1,False
AC002550.5,False
IQCK,False
CTD-2380F24.1,False
GPRC5B,False
GP2,False
ACSM5,False
ACSM2A,False
ACSM2B,False
ACSM3,False
ACSM1,False
THUMPD1,False
AC004381.7,False
ERI2,False
AC004381.6,False
DCUN1D3,False
LYRM1,False
DNAH3,False
CTC-508F8.1,False
TMEM159,False
AF001550.7,False
ANKS4B,False
CRYM,False
CRYM-AS1,False
NPIPB3,False
METTL9,False
IGSF6,True
OTOA,False
RP11-645C24.5,False
NPIPB4,False
UQCRC2,False
PDZD9,False
C16orf52,False
RP11-101E7.2,False
VWA3A,False
SDR42E2,False
EEF2K,False
RP11-141O15.1,False
POLR3E,False
CDR2,False
RP11-21M24.3,False
RP11-21M24.2,False
NPIPB5,False
RP11-105C19.2,False
RP11-105C19.1,False
RP11-20G6.2,False
USP31,False
SCNN1B,False
COG7,False
CTD-2270L9.4,False
GGA2,False
EARS2,False
UBFD1,False
NDUFAB1,False
PALB2,False
CTD-2196E14.3,False
DCTN5,False
CTD-2196E14.9,False
CTD-2196E14.4,False
PLK1,False
ERN2,False
PRKCB,True
AC004125.3,False
CACNG3,False
CTD-2313J23.1,False
RBBP6,False
CTD-2540M10.1,False
AC012317.1,False
TNRC6A,False
CTD-2515A14.1,True
SLC5A11,False
ARHGAP17,False
RP11-266L9.5,False
RP11-449H11.1,False
LCMT1,False
RP11-266L9.2,False
AQP8,False
ZKSCAN2,False
CTD-2547G23.2,False
AC002331.1,False
RP11-142A12.1,False
RP11-673P17.4,False
KDM8,False
CTD-3203P2.1,False
NSMCE1,False
CTD-3203P2.2,False
IL4R,True
IL21R,False
IL21R-AS1,False
GTF3C1,True
KIAA0556,False
CTD-2049O4.1,False
GSG1L,False
XPO6,False
RP11-57A19.2,False
SBK1,True
NPIPB6,False
EIF3CL,False
RP11-57A19.5,False
NPIPB7,False
CLN3,False
CLN3-1,False
APOBR,True
IL27,False
NUPR1,False
CCDC101,False
SULT1A2,False
SULT1A1,False
NPIPB8,False
EIF3C,False
NPIPB9,False
RP11-1348G14.4,False
RP11-1348G14.5,False
ATXN2L,False
RP11-24N18.1,False
TUFM,False
SH2B1,False
RP11-22P6.2,False
ATP2A1,False
RP11-22P6.3,False
RABEP2,False
CD19,True
NFATC2IP,False
RP11-264B17.2,False
SPNS1,False
RP11-264B17.4,False
LAT,False
RP11-264B17.5,False
CTB-134H23.2,False
RP11-426C22.5,False
RP11-426C22.4,False
SNX29P2,True
RP11-426C22.6,False
NPIPB11,False
RP11-345J4.5,False
BOLA2,False
SLX1B,False
SULT1A4,False
RP11-345J4.3,False
RP11-231C14.4,False
SPN,True
QPRT,False
C16orf54,True
AC009133.17,False
ZG16,False
KIF22,False
MAZ,False
AC009133.15,False
AC009133.14,False
AC009133.20,False
PRRT2,False
PAGR1,False
AC009133.12,False
MVP,False
CDIPT,False
CDIPT-AS1,False
SEZ6L2,False
ASPHD1,False
KCTD13,False
CTD-2574D22.2,False
TMEM219,False
TAOK2,False
HIRIP3,False
INO80E,False
DOC2A,False
FAM57B,False
ALDOA,False
PPP4C,False
TBX6,False
YPEL3,False
RP11-455F5.3,False
GDPD3,False
RP11-455F5.4,False
MAPK3,False
CORO1A,False
RP11-455F5.5,False
BOLA2B,False
SLX1A,False
SULT1A3,False
RP11-347C12.3,False
RP11-347C12.1,False
CD2BP2,False
RP11-347C12.10,False
TBC1D10B,False
MYLPF,True
ZNF48,False
SEPT1,False
ZNF771,False
DCTPP1,False
SEPHS2,False
ITGAL,True
RP11-297C4.2,False
RP11-297C4.3,False
RP11-297C4.1,False
ZNF768,False
ZNF747,False
AC002310.12,False
ZNF764,False
ZNF688,False
AC002310.7,False
ZNF785,False
RP11-146F11.5,False
ZNF689,False
PRR14,False
FBRS,False
RP11-146F11.1,False
SRCAP,False
RP11-2C24.4,False
PHKG2,False
C16orf93,False
RNF40,False
RP11-2C24.6,False
ZNF629,False
BCL7C,False
MIR4519,False
CTF1,False
FBXL19-AS1,False
FBXL19,False
ORAI3,False
SETD1A,False
HSD3B7,False
STX1B,False
STX4,False
RP11-196G11.2,False
ZNF668,False
ZNF668-1,False
AC135050.5,False
ZNF646,False
PRSS53,False
RP11-196G11.1,False
VKORC1,False
BCKDK,False
KAT8,False
RP11-388M20.2,False
PRSS8,False
PRSS36,False
FUS,False
RP11-388M20.6,False
RP11-388M20.1,False
PYCARD,True
C16orf98,False
TRIM72,False
PYDC1,False
RP11-388M20.9,False
ITGAM,True
ITGAX,True
ITGAD,False
COX6A2,False
ZNF843,False
RP11-452L6.1,True
RP11-452L6.5,False
ARMC5,False
TGFB1I1,False
SLC5A2,False
AC026471.6,False
C16orf58,False
RP11-452L6.7,False
AHSP,False
CTD-2358C21.3,False
CTD-2358C21.4,False
ZNF720,False
ZNF267,False
AC142381.1,False
TP53TG3D,False
RP11-626K17.3,False
TP53TG3,False
RP11-19N8.4,False
TP53TG3C,False
RP11-23E10.3,False
RP11-989E6.10,False
RP11-812E19.9,False
RP11-488I20.8,False
SHCBP1,False
RP11-46D6.1,False
VPS35,False
ORC6,False
RP11-480G7.1,False
MYLK3,False
C16orf87,False
GPT2,False
DNAJA2,False
RP11-169E6.1,False
RP11-169E6.4,False
NETO2,False
RP11-329J18.2,False
ITFG1,False
RP11-329J18.3,False
RP11-474B12.1,False
PHKB,False
RP11-523L20.2,False
ABCC11,False
LONP2,False
SIAH1,False
N4BP1,False
RP11-44I10.3,False
CTC-527H23.2,False
RP11-42I10.1,False
CTC-527H23.3,False
CBLN1,False
C16orf78,False
RP11-189E14.3,False
RP11-189E14.4,False
ZNF423,False
RP11-305A4.3,False
CNEP1R1,False
RP11-429P3.3,False
HEATR3,False
PAPD5,False
ADCY7,False
BRD7,False
RP11-21B23.1,False
RP11-21B23.2,False
NKD1,False
RP11-401P9.1,False
RP11-401P9.6,False
RP11-401P9.4,False
RP11-401P9.5,False
SNX20,False
NOD2,False
RP11-327F22.2,False
RP11-327F22.1,False
CYLD,False
RP11-327F22.4,False
RP11-327F22.5,False
RP11-883G14.1,False
RP11-142G1.3,False
TOX3,False
CHD9,False
RP11-44F14.2,False
RP11-44F14.8,False
RBL2,False
AKTIP,False
RPGRIP1L,False
FTO,False
RP11-357N13.3,False
RP11-357N13.2,False
IRX3,False
CRNDE,False
IRX5,False
RP11-26L20.3,False
IRX6,False
MMP2,False
RP11-212I21.2,False
LPCAT2,False
RP11-212I21.4,False
CAPNS2,False
SLC6A2,False
CES1,True
RP11-461O7.1,False
CTD-2050B12.1,False
GNAO1,False
CTD-2050B12.2,False
RP11-441F2.5,False
AMFR,True
RP11-413H22.2,True
NUDT21,False
OGFOD1,False
BBS2,False
MT3,False
MT2A,True
RP11-249C24.10,False
MT1E,True
MT1M,False
MT1A,False
MT1F,False
MT1G,False
MT1H,False
MT1X,False
RP11-343H19.1,False
NUP93,False
SLC12A3,False
HERPUD1,True
CETP,False
NLRC5,False
RP11-322D14.2,False
RP11-407G23.1,False
CPNE2,False
FAM192A,False
RSPRY1,False
ARL2BP,False
RP11-407G23.3,False
PLLP,False
CCL22,False
CX3CL1,False
CCL17,False
CIAPIN1,False
COQ9,False
POLR2C,False
DOK4,False
CCDC102A,False
GPR114,True
GPR56,True
GPR97,False
RP11-405F3.4,False
CCDC135,False
KATNB1,False
KIFC3,True
CTD-2600O9.1,False
CNGB1,False
TEPP,False
ZNF319,False
USB1,False
MMP15,False
C16orf80,False
CTB-134F13.1,False
RP11-459F6.3,False
CSNK2A2,False
CCDC113,False
GINS3,False
RP11-481J2.1,False
RP11-481J2.2,False
NDRG4,False
SETD6,False
CNOT1,False
SLC38A7,False
GOT2,False
RP11-410D17.2,False
RP11-700H13.1,False
RP11-430C1.1,False
CDH8,False
CTC-420A11.2,False
RP11-368L12.1,False
RP11-21L1.1,False
RP11-744D14.2,False
AC012322.1,False
CDH11,False
CDH5,False
LINC00920,False
BEAN1,False
CTD-2258A20.5,False
RP11-403P17.5,False
AC132186.1,False
TK2,False
RP11-403P17.3,False
Y_RNA-1,False
CKLF,False
CKLF-CMTM1,False
CMTM1,False
CMTM2,False
CMTM3,False
CMTM4,False
DYNC1LI2,False
RP11-63M22.2,False
RP11-63M22.1,False
RP11-61A14.4,False
CCDC79,False
NAE1,False
RP11-61A14.1,False
CA7,False
PDP2,False
RP11-61A14.2,False
RP11-61A14.3,False
CDH16,False
RRAD,False
FAM96B,False
CES2,False
CES3,False
CES4A,False
CBFB,False
C16orf70,False
B3GNT9,False
TRADD,False
FBXL8,False
HSF4,False
RP11-5A19.5,False
NOL3,False
KIAA0895L,False
EXOC3L1,False
E2F4,False
ELMO3,False
LRRC29,False
TMEM208,False
FHOD1,False
SLC9A5,False
PLEKHG4,False
KCTD19,False
LRRC36,False
TPPP3,True
ZDHHC1,False
HSD11B2,False
ATP6V0D1,False
AGRP,False
FAM65A,False
CTD-2012K14.2,False
CTD-2012K14.3,False
CTD-2012K14.4,False
CTD-2012K14.6,True
CTD-2012K14.7,False
CTCF,False
AC009095.4,False
RLTPR,False
ACD,False
PARD6A,False
ENKD1,False
C16orf86,False
GFOD2,False
RANBP10,False
TSNAXIP1,False
CENPT,False
THAP11,False
NUTF2,False
EDC4,False
CTC-479C5.10,False
NRN1L,False
PSKH1,False
CTRL,False
CTC-479C5.12,False
PSMB10,False
LCAT,False
SLC12A4,False
DPEP3,False
DPEP2,False
DUS2,False
CTC-479C5.6,False
DDX28,False
NFATC3,False
RP11-96D1.5,False
RP11-96D1.11,False
ESRP2,False
PLA2G15,False
RP11-96D1.7,False
SLC7A6,False
SLC7A6OS,False
PRMT7,False
SMPD3,False
ZFP90,False
RP11-615I2.1,False
CDH3,False
CDH1,False
TANGO6,False
RP11-521L9.1,False
HAS3,False
CHTF8,False
CIRH1A,False
SNTB2,True
RP11-343C2.11,False
VPS4A,False
COG8,False
PDF,False
NIP7,False
TMED6,False
TERF2,False
CYB5B,False
NFAT5,True
NQO1,False
CTD-2033A16.1,False
CTD-2033A16.3,False
NOB1,False
WWP2,False
CLEC18A,False
PDPR,False
RP11-296I10.3,False
CLEC18C,False
AC009060.1,False
FKSG63,False
EXOSC6,True
AARS,False
DDX19B,False
DDX19A,False
ST3GAL2,False
RP11-529K1.4,False
FUK,False
COG4,False
SF3B3,False
RP11-49C24.1,False
IL34,False
MTSS1L,False
FLJ00418,False
VAC14,False
RP11-394B2.6,False
VAC14-AS1,False
HYDIN,False
CMTR2,True
CALB2,False
RP11-510M2.1,False
ZNF23,False
AC010547.9,False
RP11-510M2.2,False
ZNF19,False
RP11-510M2.6,False
CHST4,False
TAT,False
RP11-432I5.1,False
RP11-432I5.2,False
MARVELD3,False
PHLPP2,False
RP11-432I5.6,False
RP11-432I5.8,False
RP11-432I5.4,False
AP1G1,True
ATXN1L,False
IST1,False
ZNF821,False
RP11-498D10.5,False
RP11-498D10.6,False
DHODH,False
TXNL4B,False
HP,False
RP11-384M15.3,False
DHX38,False
PMFBP1,False
RP11-328J14.1,False
AC004158.2,False
AC004158.3,False
RP5-991G20.1,False
ZFHX3,False
RP5-991G20.4,False
RP5-991G20.2,False
RP11-346C20.4,False
RP11-346C20.3,False
HCCAT5,False
AC140912.1,False
RP11-140I24.1,False
AC009120.4,False
AC009120.10,False
PSMD7,False
AC009120.6,False
AC009120.5,False
RP11-252A24.3,False
NPIPB15,False
CLEC18B,False
RP11-252A24.5,False
RP11-252A24.7,True
GLG1,False
RFWD3,False
MLKL,False
FA2H,False
WDR59,False
ZNRF1,False
RP11-252E2.1,False
LDHD,False
ZFP1,False
CTRB2,False
CTRB1,False
BCAR1,False
CFDP1,False
RP11-77K12.1,False
TMEM170A,False
RP11-77K12.4,False
CHST6,False
CHST5,False
TMEM231,False
GABARAPL2,False
ADAT1,False
KARS,False
TERF2IP,False
AC025287.1,False
CNTNAP4,False
RP11-96P7.1,False
CTD-2336H13.2,False
MON1B,False
SYCE1L,True
RP11-538I12.2,False
RP11-538I12.3,False
ADAMTS18,False
NUDT7,False
RP11-264M12.2,False
VAT1L,False
RP11-281J9.2,False
CLEC3A,False
WWOX,False
RP11-190D6.2,False
RP11-264L1.4,False
RP11-556H2.4,False
RP11-679B19.2,False
RP11-467I17.1,False
MAF,True
RP11-345M22.1,False
RP11-345M22.2,False
RP11-345M22.3,False
RP11-525K10.3,False
DYNLRB2,False
RP11-109P11.1,False
RP11-18F14.1,False
CDYL2,False
CTD-2055G21.1,False
RP11-314O13.1,False
CMC2,False
CENPN,False
RP11-303E16.3,False
ATMIN,False
C16orf46,False
RP11-303E16.5,False
RP11-303E16.6,False
RP11-303E16.7,False
GCSH,False
BCMO1,False
RP11-55K13.1,False
GAN,True
CMIP,False
RP11-960L18.1,False
PLCG2,False
7SK-2,True
SDR42E1,False
HSD17B2,False
RP11-510J16.5,False
MPHOSPH6,False
CDH13,False
RP11-298D21.1,False
RP11-483P21.2,False
RP11-483P21.3,False
HSBP1,False
MLYCD,False
RP11-505K9.4,False
RP11-483P21.6,False
OSGIN1,False
NECAB2,False
SLC38A8,False
MBTPS1,False
RP11-505K9.1,False
HSDL1,False
DNAAF1,False
TAF1C,False
ADAD2,False
RP11-486L19.2,False
WFDC1,False
RP11-558A11.2,False
ATP2C2,False
RP11-517C16.2,False
TLDC1,False
RP11-517C16.4,False
COTL1,True
RP11-61F12.1,False
KLHL36,False
USP10,False
CRISPLD2,False
RP11-254F19.3,False
ZDHHC7,False
KIAA0513,False
FAM92B,False
LINC00311,False
RP11-118F19.1,False
CTD-2542L18.1,False
GSE1,True
GINS2,False
C16orf74,False
RP11-568J23.4,False
EMC8,False
RP11-568J23.5,False
COX4I1,False
IRF8,True
RP11-542M13.3,False
RP11-542M13.2,False
RP11-805I24.1,False
RP11-514D23.1,False
LINC00917,False
FENDRR,False
FOXF1,False
RP11-463O9.9,False
MTHFSD,False
FOXL1,False
RP11-134D3.2,False
C16orf95,False
RP11-178L8.7,False
RP11-178L8.8,False
FBXO31,False
RP11-178L8.9,False
MAP1LC3B,False
RP11-178L8.3,False
ZCCHC14,False
RP11-482M8.1,False
JPH3,False
AC010536.1,False
KLHDC4,False
FLJ00104,False
RP4-536B24.4,False
RP4-536B24.3,False
SLC7A5,False
RP4-536B24.2,False
CA5A,False
BANP,False
RP11-863P13.5,False
RP11-863P13.4,False
RP11-863P13.1,False
RP11-863P13.3,False
RP11-863P13.2,False
LA16c-444G7.2,False
ZNF469,False
ZFPM1,True
RP11-21B21.4,False
ZC3H18,False
IL17C,False
CYBA,False
MVD,False
SNAI3-AS1,False
SNAI3,False
RNF166,False
RP5-1142A6.5,False
CTU2,False
PIEZO1,False
RP5-1142A6.9,False
RP5-1142A6.2,False
RP5-1142A6.7,False
RP5-1142A6.8,False
CDT1,False
APRT,False
GALNS,False
TRAPPC2L,False
PABPN1L,False
CBFA2T3,False
RP11-830F9.5,False
RP11-830F9.6,False
CTD-2555A7.1,False
CTD-2555A7.2,False
ACSF3,False
CTD-2555A7.3,False
LINC00304,False
RP11-46C24.3,False
CDH15,False
SLC22A31,False
RP11-46C24.7,False
ZNF778,False
RP11-46C24.5,False
ANKRD11,True
AC137932.1,False
AC137932.5,False
AC137932.6,False
SPG7,False
RP11-104N10.1,False
RPL13,False
CPNE7,False
DPEP1,False
CHMP1A,False
SPATA33,False
CDK10,False
RP11-368I7.4,False
SPATA2L,False
VPS9D1,False
VPS9D1-AS1,False
ZNF276,False
FANCA,False
SPIRE2,False
TCF25,False
MC1R,False
RP11-566K11.4,False
TUBB3-1,False
DEF8,False
RP11-566K11.5,False
CENPBD1,False
DBNDD1,False
GAS8,False
PRDM7,False
RP11-356C4.3,True
RP11-356C4.5,False
AC137934.1,False
AC108004.2,False
RPH3AL,False
AC108004.3,False
C17orf97,False
FAM101B,False
RP5-1029F21.3,False
VPS53,False
RP5-1029F21.4,False
RP5-1029F21.2,False
FAM57A,False
GEMIN4,False
GLOD4,False
RP11-676J12.4,False
RNMTL1,False
NXN,False
RP11-676J12.7,False
TIMM22,False
ABR,False
AC144836.1,False
TUSC5,False
YWHAE,False
CRK,False
RP11-818O24.3,False
MYO1C,False
INPP5K,False
PITPNA-AS1,False
PITPNA,False
SLC43A2,False
SCARF1,False
RILP,False
PRPF8,False
TLCD2,False
MIR22HG,False
WDR81,False
RP11-961A15.1,False
SERPINF2,False
SERPINF1,True
SMYD4,False
RPA1,False
RTN4RL1,False
CTD-2545H1.2,False
AC099684.1,False
DPH1,False
OVCA2,False
RP11-667K14.4,False
RP11-667K14.3,False
HIC1,False
SMG6,False
RP11-667K14.5,False
AC090617.1,False
SRR,False
TSR1,False
SGSM2,False
RP1-59D14.5,False
MNT,False
RP1-59D14.1,False
METTL16,False
PAFAH1B1,False
RP11-74E22.5,False
RP11-74E22.6,False
CLUH,False
RP11-74E22.3,False
RAP1GAP2,True
CTD-3060P21.1,False
CTD-2309O5.3,False
OR3A2,False
OR3A1,False
OR1E1,False
OR3A3,False
SPATA22,False
ASPA,False
TRPV3,False
SHPK,False
TRPV1,False
SHPK-1,False
CTNS,False
RP11-235E17.6,False
TAX1BP3,False
P2RX5-TAX1BP3,False
EMC6,False
P2RX5,True
ITGAE,False
CTD-3195I5.3,False
GSG2,False
CTD-3195I5.4,False
CTD-3195I5.5,False
CTD-3195I5.1,False
C17orf85,False
CAMKK1,False
P2RX1,False
ATP2A3,False
ZZEF1,False
CYB5D2,True
ANKFY1,False
RP11-810M2.2,False
UBE2G1,False
SPNS3,False
RP13-580F15.2,False
SPNS2,False
MYBBP1A,False
GGT6,False
SMTNL2,False
ALOX15,False
PELP1,False
AC091153.4,False
RP11-314A20.2,False
ARRB2,False
MED11,False
RP11-314A20.5,False
CXCL16,False
ZMYND15,False
TM4SF5,False
VMO1,True
GLTPD2,False
PSMB6,False
RP11-81A22.5,False
PLD2,False
MINK1,False
CHRNE,False
C17orf107,False
GP1BA,False
SLC25A11,False
RNF167,False
PFN1,False
ENO3,False
SPAG7,False
CAMTA2,False
RP5-1050D4.3,False
RP5-1050D4.2,False
RP5-1050D4.4,False
RP5-1050D4.5,False
INCA1,False
KIF1C,False
AC109333.10,False
SLC52A1,False
RP11-46I8.3,False
ZFP3,False
ZNF232,False
USP6,False
ZNF594,False
RP11-333E1.1,False
SCIMP,False
RP11-333E1.2,False
RABEP1,False
NUP88,False
RP11-420A6.2,False
RPAIN,False
CTC-524C5.2,False
C1QBP,False
DHX33,False
CTC-524C5.5,False
DERL2,False
MIS12,False
NLRP1,False
WSCD1,False
AIPL1,False
FAM64A,False
PITPNM3,False
KIAA0753,False
TXNDC17,False
MED31,False
C17orf100,False
CTC-281F24.1,False
SLC13A5,False
XAF1,False
FBXO39,False
TEKT1,False
AC027763.2,False
RP11-530N7.3,False
RP11-589P10.5,False
ALOX12,False
RNASEK,False
AC040977.1,False
RNASEK-C17orf49,False
C17orf49,False
MIR497HG,False
BCL6B,False
SLC16A13,False
SLC16A11,False
CLEC10A,True
ASGR2,False
ASGR1,True
DLG4,False
ACADVL,False
DVL2,False
PHF23,False
GABARAP,False
CTDNEP1,False
ELP5,False
CLDN7,False
SLC2A4,False
YBX2,False
EIF5A,False
GPS2,False
RP11-542C16.2,False
NEURL4,False
ACAP1,False
KCTD11,False
RP11-542C16.1,False
TMEM95,False
TNK1,False
TMEM256-PLSCR3,False
TMEM256,False
NLGN2,False
SPEM1,False
TMEM102,False
RP11-104H15.9,False
FGF11,False
CHRNB1,False
ZBTB4,False
SLC35G6,False
POLR2A,False
TNFSF12,False
TNFSF13,False
SENP3,False
EIF4A1,False
CD68,True
AC113189.5,False
MPDU1,False
SOX15,False
FXR2,False
AC007421.1,False
SHBG,False
SAT2,False
ATP1B2,False
TP53,False
WRAP53,False
EFNB3,False
DNAH2,False
KDM6B,False
TMEM88,False
LSMD1,False
CYB5D1,False
CHD3,False
AC025335.1,False
KCNAB3,False
RP11-1099M24.7,False
TRAPPC1,False
CNTROB,False
GUCY2D,False
ALOX15B,False
RP11-599B13.3,False
ALOX12B,False
AC129492.6,False
ALOXE3,False
HES7,False
PER1,False
VAMP2,False
TMEM107,True
RP11-599B13.7,False
C17orf59,False
AURKB,False
LINC00324,False
RP11-849F2.8,False
CTC1,False
PFAS,False
RP11-849F2.9,False
SLC25A35,False
RANGRF,False
ARHGEF15,False
RP11-849F2.4,False
ODF4,False
AC135178.1,False
RP11-849F2.5,False
KRBA2,False
RP11-849F2.7,False
RPL26,False
RNF222,False
NDEL1,False
MYH10,False
CCDC42,False
SPDYE4,False
MFSD6L,False
PIK3R6,False
PIK3R5,False
CTB-41I6.1,False
CTB-41I6.2,False
NTN1,False
RP11-85B7.2,False
STX8,False
RP11-85B7.4,False
AC087501.1,False
RP11-565F19.4,False
RP11-565F19.3,False
WDR16,False
USP43,False
GLP2R,False
RCVRN,False
GAS7,True
AC000003.2,False
RP11-401O9.3,False
MYH8,False
MYH1,False
MYH3,False
CTC-297N7.1,False
CTC-297N7.8,False
SCO1,False
CTC-297N7.10,False
ADPRM,False
TMEM220,False
CTC-297N7.5,False
CTC-297N7.9,False
RP11-963H4.5,False
LINC00675,False
RP11-963H4.3,False
RP11-680C21.1,False
DNAH9,False
RP11-1096G20.5,False
ZNF18,False
MAP2K4,False
MYOCD,False
RP11-1090M7.1,False
ARHGAP44,True
RP11-597M12.1,False
ELAC2,False
AC003664.1,False
HS3ST3A1,False
RP11-131K5.2,False
AC005304.1,False
RP11-131K5.1,False
COX10,False
AC005224.2,False
CDRT15,False
RP11-214O1.1,False
HS3ST3B1,False
RP11-214O1.2,False
RP11-214O1.3,False
AC022816.2,False
AC005863.1,False
PMP22,False
TEKT3,False
RP11-849N15.4,False
CDRT4,False
TVP23C-CDRT4,False
TVP23C,False
RP11-385D13.3,False
CDRT1-1,False
RP11-385D13.1,False
TRIM16,False
RP11-640I15.1,False
ZNF286A,False
TBC1D26,False
AC005324.6,False
AC015922.6,False
ADORA2B,False
ZSWIM7,False
TTC19,False
NCOR1,False
PIGL,False
CENPV,False
UBB,False
RP11-138I1.4,False
RP11-138I1.2,False
TRPV2,False
RP11-138I1.3,False
FAM211A,True
ZNF287,False
ZNF624,False
